municipio,cases,deaths,recovered,download_Date,ccaa,poblacion,codmun
Blázquez (Los),16,0,11,2021-01-13,Andalucia,661,NA
Cardeña,61,1,58,2021-01-13,Andalucia,1490,NA
Conquista,4,0,3,2021-01-13,Andalucia,379,NA
Dos Torres,100,2,32,2021-01-13,Andalucia,2411,NA
Espiel,60,1,54,2021-01-13,Andalucia,2397,NA
Fuente la Lancha,5,0,1,2021-01-13,Andalucia,351,NA
Fuente Obejuna,85,0,54,2021-01-13,Andalucia,4604,NA
Granjuela (La),42,0,34,2021-01-13,Andalucia,461,NA
Guijo (El),11,0,4,2021-01-13,Andalucia,355,NA
Hinojosa del Duque,274,10,230,2021-01-13,Andalucia,6788,NA
Pedroche,15,1,13,2021-01-13,Andalucia,1516,NA
Peñarroya-Pueblonuevo,386,6,190,2021-01-13,Andalucia,10695,NA
Pozoblanco,569,2,319,2021-01-13,Andalucia,17210,NA
Santa Eufemia,76,4,71,2021-01-13,Andalucia,755,NA
Torrecampo,32,5,27,2021-01-13,Andalucia,1059,NA
Valsequillo,40,0,35,2021-01-13,Andalucia,356,NA
Villanueva de Córdoba,330,7,233,2021-01-13,Andalucia,8729,NA
Villanueva del Duque,14,0,8,2021-01-13,Andalucia,1461,NA
Villanueva del Rey,52,4,35,2021-01-13,Andalucia,1046,NA
Villaralto,8,0,7,2021-01-13,Andalucia,1131,NA
Viso (El),65,1,52,2021-01-13,Andalucia,2536,NA
Municipio de Córdoba sin especificar,43,0,34,2021-01-13,Andalucia,NA,NA
NA,NA,NA,NA,2021-01-13,Andalucia,NA,NA
"Notas: La distribución de municipios por provincia en el mapa sanitario de Andalucía no coincide exactamente con la delimitación territorial administrativa. Es el caso del muncipio sevillano de Peñaflor, que se encuentra asignado al distrito sanitario Guadalquivir, en la provincia de Córdoba.",NA,NA,NA,2021-01-13,Andalucia,NA,NA
Granada,50877,1093,43058,2021-01-13,Andalucia,914678,NA
Granada Sur,3561,57,2914,2021-01-13,Andalucia,148829,NA
Albondón,6,0,6,2021-01-13,Andalucia,728,NA
Albuñol,165,0,138,2021-01-13,Andalucia,7233,NA
Almegíjar,6,0,6,2021-01-13,Andalucia,365,NA
Almuñécar,541,5,469,2021-01-13,Andalucia,26514,NA
Alpujarra de la Sierra,13,2,11,2021-01-13,Andalucia,989,NA
Bérchules,2,0,1,2021-01-13,Andalucia,716,NA
Bubión,7,0,7,2021-01-13,Andalucia,296,NA
Busquístar,25,1,24,2021-01-13,Andalucia,289,NA
Cádiar,12,0,10,2021-01-13,Andalucia,1453,NA
Cáñar,8,0,8,2021-01-13,Andalucia,350,NA
Capileira,24,0,18,2021-01-13,Andalucia,554,NA
Carataunas,1,0,0,2021-01-13,Andalucia,194,NA
Cástaras,NA,NA,NA,2021-01-13,Andalucia,249,NA
Guájares (Los),21,0,20,2021-01-13,Andalucia,1057,NA
Gualchos,78,4,61,2021-01-13,Andalucia,5193,NA
Ítrabo,19,0,10,2021-01-13,Andalucia,988,NA
Jete,3,0,3,2021-01-13,Andalucia,919,NA
Juviles,2,0,0,2021-01-13,Andalucia,153,NA
Lanjarón,94,3,81,2021-01-13,Andalucia,3507,NA
Lentegí,1,0,1,2021-01-13,Andalucia,326,NA
Lobras,NA,NA,NA,2021-01-13,Andalucia,145,NA
Lújar,7,0,6,2021-01-13,Andalucia,488,NA
Molvízar,37,1,28,2021-01-13,Andalucia,2794,NA
Motril,1648,27,1350,2021-01-13,Andalucia,58020,NA
Murtas,14,2,12,2021-01-13,Andalucia,467,NA
Nevada,4,0,2,2021-01-13,Andalucia,1050,NA
Órgiva,230,3,188,2021-01-13,Andalucia,5725,NA
Otívar,17,1,16,2021-01-13,Andalucia,1034,NA
Pampaneira,2,1,0,2021-01-13,Andalucia,321,NA
Polopos,26,1,13,2021-01-13,Andalucia,1756,NA
Pórtugos,30,0,11,2021-01-13,Andalucia,382,NA
Rubite,3,0,3,2021-01-13,Andalucia,394,NA
Salobreña,235,3,175,2021-01-13,Andalucia,12381,NA
Soportújar,7,0,7,2021-01-13,Andalucia,268,NA
Sorvilán,17,0,7,2021-01-13,Andalucia,538,NA
Taha (La),60,0,54,2021-01-13,Andalucia,653,NA
Torrenueva Costa,31,1,25,2021-01-13,Andalucia,2682,NA
Torvizcón,20,0,20,2021-01-13,Andalucia,648,NA
Trevélez,42,2,38,2021-01-13,Andalucia,732,NA
Turón,1,0,1,2021-01-13,Andalucia,239,NA
Ugíjar,45,0,38,2021-01-13,Andalucia,2523,NA
Válor,2,0,2,2021-01-13,Andalucia,675,NA
Vélez de Benaudalla,55,0,44,2021-01-13,Andalucia,2841,NA
Granada Nordeste,4490,85,3831,2021-01-13,Andalucia,98043,NA
Alamedilla,55,1,36,2021-01-13,Andalucia,574,NA
Albuñán,29,3,23,2021-01-13,Andalucia,406,NA
Aldeire,23,0,21,2021-01-13,Andalucia,615,NA
Alicún de Ortega,23,2,9,2021-01-13,Andalucia,480,NA
Alquife,22,1,20,2021-01-13,Andalucia,601,NA
Baza,890,8,714,2021-01-13,Andalucia,20412,NA
Beas de Guadix,11,0,10,2021-01-13,Andalucia,329,NA
Benalúa,187,10,144,2021-01-13,Andalucia,3318,NA
Benamaurel,57,1,54,2021-01-13,Andalucia,2293,NA
Calahorra (La),55,1,53,2021-01-13,Andalucia,673,NA
Caniles,162,6,148,2021-01-13,Andalucia,4047,NA
Castilléjar,32,0,31,2021-01-13,Andalucia,1318,NA
Castril,89,1,80,2021-01-13,Andalucia,2070,NA
Cogollos de Guadix,17,1,14,2021-01-13,Andalucia,673,NA
Cortes de Baza,26,0,23,2021-01-13,Andalucia,1869,NA
Cortes y Graena,23,1,19,2021-01-13,Andalucia,996,NA
Cuevas del Campo,81,0,72,2021-01-13,Andalucia,1735,NA
Cúllar,62,1,53,2021-01-13,Andalucia,4129,NA
Darro,110,1,97,2021-01-13,Andalucia,1599,NA
Dehesas de Guadix,32,1,28,2021-01-13,Andalucia,419,NA
Diezma,38,1,27,2021-01-13,Andalucia,764,NA
Dólar,8,0,8,2021-01-13,Andalucia,622,NA
Ferreira,3,0,3,2021-01-13,Andalucia,299,NA
Fonelas,33,1,32,2021-01-13,Andalucia,978,NA
Freila,59,1,56,2021-01-13,Andalucia,918,NA
Galera,38,1,33,2021-01-13,Andalucia,1075,NA
Gor,18,0,18,2021-01-13,Andalucia,733,NA
Gorafe,7,1,4,2021-01-13,Andalucia,381,NA
Guadix,1033,17,922,2021-01-13,Andalucia,18422,NA
Huélago,54,0,41,2021-01-13,Andalucia,403,NA
Huéneja,37,2,24,2021-01-13,Andalucia,1184,NA
Huéscar,372,15,324,2021-01-13,Andalucia,7253,NA
Jérez del Marquesado,54,0,41,2021-01-13,Andalucia,968,NA
Lanteira,36,0,23,2021-01-13,Andalucia,588,NA
Lugros,9,0,8,2021-01-13,Andalucia,323,NA
Marchal,9,1,8,2021-01-13,Andalucia,417,NA
Morelábor,46,0,41,2021-01-13,Andalucia,607,NA
Orce,14,0,10,2021-01-13,Andalucia,1190,NA
Pedro Martínez,81,1,70,2021-01-13,Andalucia,1107,NA
Peza (La),20,1,13,2021-01-13,Andalucia,1178,NA
Polícar,2,0,2,2021-01-13,Andalucia,276,NA
Puebla de Don Fadrique,194,2,189,2021-01-13,Andalucia,2250,NA
Purullena,123,2,98,2021-01-13,Andalucia,2293,NA
Valle del Zalabí,93,0,86,2021-01-13,Andalucia,2128,NA
Villanueva de las Torres,11,0,10,2021-01-13,Andalucia,582,NA
Zújar,112,0,91,2021-01-13,Andalucia,2548,NA
Granada (distrito),16755,379,14200,2021-01-13,Andalucia,239149,NA
Beas de Granada,31,1,27,2021-01-13,Andalucia,977,NA
Granada (capital),16390,374,13875,2021-01-13,Andalucia,232462,NA
Huétor de Santillán,84,1,72,2021-01-13,Andalucia,1877,NA
Jun,250,3,226,2021-01-13,Andalucia,3833,NA
Metropolitano de Granada,25429,556,21587,2021-01-13,Andalucia,428657,NA
Agrón,13,0,12,2021-01-13,Andalucia,274,NA
Albolote,1131,14,1000,2021-01-13,Andalucia,18808,NA
Albuñuelas,42,0,35,2021-01-13,Andalucia,821,NA
Alfacar,356,8,303,2021-01-13,Andalucia,5400,NA
Algarinejo,217,1,58,2021-01-13,Andalucia,2520,NA
Alhama de Granada,166,2,147,2021-01-13,Andalucia,5979,NA
Alhendín,495,9,424,2021-01-13,Andalucia,9349,NA
Arenas del Rey,25,1,20,2021-01-13,Andalucia,666,NA
Armilla,1427,29,1242,2021-01-13,Andalucia,24174,NA
Atarfe,1154,42,1030,2021-01-13,Andalucia,18706,NA
Benalúa de las Villas,69,1,58,2021-01-13,Andalucia,1066,NA
Cacín,12,0,10,2021-01-13,Andalucia,569,NA
Cájar,323,15,279,2021-01-13,Andalucia,5129,NA
Calicasas,22,0,14,2021-01-13,Andalucia,617,NA
Campotéjar,51,3,36,2021-01-13,Andalucia,1237,NA
Cenes de la Vega,423,9,364,2021-01-13,Andalucia,8002,NA
Chauchina,386,1,349,2021-01-13,Andalucia,5565,NA
Chimeneas,67,1,62,2021-01-13,Andalucia,1257,NA
Churriana de la Vega,1036,27,889,2021-01-13,Andalucia,15200,NA
Cijuela,175,4,144,2021-01-13,Andalucia,3322,NA
Cogollos de la Vega,115,4,82,2021-01-13,Andalucia,2031,NA
Colomera,122,0,109,2021-01-13,Andalucia,1309,NA
Cúllar Vega,502,10,444,2021-01-13,Andalucia,7429,NA
Dehesas Viejas,19,0,16,2021-01-13,Andalucia,705,NA
Deifontes,175,3,160,2021-01-13,Andalucia,2627,NA
Dílar,87,1,68,2021-01-13,Andalucia,2054,NA
Domingo Pérez de Granada,42,1,41,2021-01-13,Andalucia,890,NA
Dúdar,5,0,5,2021-01-13,Andalucia,330,NA
Dúrcal,428,5,355,2021-01-13,Andalucia,7015,NA
Escúzar,45,3,37,2021-01-13,Andalucia,791,NA
Fornes,20,0,18,2021-01-13,Andalucia,555,NA
Fuente Vaqueros,328,10,260,2021-01-13,Andalucia,4406,NA
Gabias (Las),1149,15,1011,2021-01-13,Andalucia,21115,NA
Gobernador,4,0,4,2021-01-13,Andalucia,233,NA
Gójar,279,3,218,2021-01-13,Andalucia,5795,NA
Guadahortuna,68,1,51,2021-01-13,Andalucia,1935,NA
Güéjar Sierra,153,7,141,2021-01-13,Andalucia,2820,NA
Güevéjar,126,3,108,2021-01-13,Andalucia,2595,NA
Huétor Tájar,689,20,616,2021-01-13,Andalucia,10352,NA
Huétor Vega,728,2,625,2021-01-13,Andalucia,12039,NA
Íllora,701,14,593,2021-01-13,Andalucia,10054,NA
Iznalloz,440,15,389,2021-01-13,Andalucia,5134,NA
Játar,7,0,7,2021-01-13,Andalucia,614,NA
Jayena,55,1,51,2021-01-13,Andalucia,1060,NA
Láchar,253,4,185,2021-01-13,Andalucia,3471,NA
Lecrín,38,3,35,2021-01-13,Andalucia,2134,NA
Loja,1331,37,1155,2021-01-13,Andalucia,20342,NA
Malahá (La),67,0,51,2021-01-13,Andalucia,1781,NA
Maracena,1188,23,1008,2021-01-13,Andalucia,22116,NA
Moclín,199,7,139,2021-01-13,Andalucia,3651,NA
Monachil,453,6,387,2021-01-13,Andalucia,7939,NA
Montefrío,266,12,238,2021-01-13,Andalucia,5433,NA
Montejícar,94,3,80,2021-01-13,Andalucia,2113,NA
Montillana,79,0,13,2021-01-13,Andalucia,1189,NA
Moraleda de Zafayona,164,3,139,2021-01-13,Andalucia,3153,NA
Nigüelas,37,0,25,2021-01-13,Andalucia,1173,NA
Nívar,38,0,35,2021-01-13,Andalucia,994,NA
Ogíjares,906,17,764,2021-01-13,Andalucia,14160,NA
Villa de Otura,279,3,240,2021-01-13,Andalucia,6952,NA
Padul,467,6,359,2021-01-13,Andalucia,8420,NA
Peligros,953,32,805,2021-01-13,Andalucia,11394,NA
Pinar (El),19,2,14,2021-01-13,Andalucia,877,NA
Pinos Genil,66,1,64,2021-01-13,Andalucia,1457,NA
Pinos Puente,621,17,496,2021-01-13,Andalucia,9930,NA
Píñar,23,1,16,2021-01-13,Andalucia,1138,NA
Pulianas,344,1,307,2021-01-13,Andalucia,5429,NA
Quéntar,35,0,25,2021-01-13,Andalucia,933,NA
Salar,139,1,128,2021-01-13,Andalucia,2631,NA
Santa Cruz del Comercio,15,0,13,2021-01-13,Andalucia,528,NA
Santa Fe,1085,46,933,2021-01-13,Andalucia,15157,NA
Torre-Cardela,36,1,17,2021-01-13,Andalucia,736,NA
Valderrubio,154,1,143,2021-01-13,Andalucia,2086,NA
Valle (El),33,2,28,2021-01-13,Andalucia,914,NA
Vegas del Genil,607,16,531,2021-01-13,Andalucia,11166,NA
Ventas de Huelma,55,1,49,2021-01-13,Andalucia,640,NA
Villamena,71,0,64,2021-01-13,Andalucia,948,NA
Villanueva Mesía,98,2,90,2021-01-13,Andalucia,2021,NA
Víznar,36,0,33,2021-01-13,Andalucia,976,NA
Zafarraya,53,0,40,2021-01-13,Andalucia,2137,NA
Zagra,58,1,51,2021-01-13,Andalucia,834,NA
Zubia (La),1192,22,1002,2021-01-13,Andalucia,19155,NA
Municipio de Granada sin especificar,642,16,526,2021-01-13,Andalucia,NA,NA
NA,NA,NA,NA,2021-01-13,Andalucia,NA,NA
Notas:,NA,NA,NA,2021-01-13,Andalucia,NA,NA
NA,NA,NA,NA,2021-01-13,Andalucia,NA,NA
NA,NA,NA,NA,2021-01-13,Andalucia,NA,NA
Huelva,13500,152,9934,2021-01-13,Andalucia,510743,NA
Sierra de Huelva-Andévalo Central,1575,25,1272,2021-01-13,Andalucia,67571,NA
Alájar,5,0,4,2021-01-13,Andalucia,756,NA
Almonaster la Real,39,1,34,2021-01-13,Andalucia,1819,NA
Aracena,342,15,287,2021-01-13,Andalucia,8107,NA
Aroche,74,1,54,2021-01-13,Andalucia,3073,NA
Berrocal,NA,NA,NA,2021-01-13,Andalucia,312,NA
Calañas,64,0,45,2021-01-13,Andalucia,2791,NA
Campillo (El),57,0,54,2021-01-13,Andalucia,2023,NA
Campofrío,7,0,7,2021-01-13,Andalucia,675,NA
Cañaveral de León,1,0,1,2021-01-13,Andalucia,403,NA
Castaño del Robledo,6,0,2,2021-01-13,Andalucia,223,NA
Cerro de Andévalo (El),69,0,35,2021-01-13,Andalucia,2364,NA
Corteconcepción,21,0,18,2021-01-13,Andalucia,548,NA
Cortegana,159,1,127,2021-01-13,Andalucia,4666,NA
Cortelazor,2,0,2,2021-01-13,Andalucia,299,NA
Cumbres de Enmedio,NA,NA,NA,2021-01-13,Andalucia,56,NA
Cumbres de San Bartolomé,2,0,2,2021-01-13,Andalucia,381,NA
Cumbres Mayores,21,0,10,2021-01-13,Andalucia,1755,NA
Encinasola,50,0,7,2021-01-13,Andalucia,1305,NA
Fuenteheridos,3,0,2,2021-01-13,Andalucia,678,NA
Galaroza,10,0,10,2021-01-13,Andalucia,1379,NA
Granada de Río-Tinto (La),1,0,0,2021-01-13,Andalucia,239,NA
Higuera de la Sierra,16,0,14,2021-01-13,Andalucia,1287,NA
Hinojales,NA,NA,NA,2021-01-13,Andalucia,325,NA
Jabugo,52,0,41,2021-01-13,Andalucia,2250,NA
Linares de la Sierra,3,0,3,2021-01-13,Andalucia,263,NA
Marines (Los),5,0,5,2021-01-13,Andalucia,396,NA
Minas de Riotinto,74,2,64,2021-01-13,Andalucia,3848,NA
Nava (La),NA,NA,NA,2021-01-13,Andalucia,266,NA
Nerva,93,4,75,2021-01-13,Andalucia,5235,NA
Puerto Moral,3,0,3,2021-01-13,Andalucia,282,NA
Rosal de la Frontera,20,0,20,2021-01-13,Andalucia,1697,NA
Santa Ana la Real,4,0,4,2021-01-13,Andalucia,476,NA
Valdelarco,4,1,3,2021-01-13,Andalucia,239,NA
Valverde del Camino,303,0,279,2021-01-13,Andalucia,12820,NA
Zalamea la Real,49,0,47,2021-01-13,Andalucia,3068,NA
Zarza-Perrunal (La),16,0,13,2021-01-13,Andalucia,1267,NA
Condado-Campiña,3960,51,3053,2021-01-13,Andalucia,155057,NA
Almonte,480,3,428,2021-01-13,Andalucia,24191,NA
Beas,62,1,53,2021-01-13,Andalucia,4257,NA
Bollullos Par del Condado,279,1,233,2021-01-13,Andalucia,14272,NA
Bonares,87,0,49,2021-01-13,Andalucia,6058,NA
Escacena del Campo,107,2,94,2021-01-13,Andalucia,2284,NA
Gibraleón,364,10,317,2021-01-13,Andalucia,12607,NA
Lucena del Puerto,118,2,81,2021-01-13,Andalucia,3371,NA
Manzanilla,54,0,44,2021-01-13,Andalucia,2135,NA
Moguer,478,4,315,2021-01-13,Andalucia,22088,NA
Niebla,122,0,108,2021-01-13,Andalucia,4117,NA
Palma del Condado (La),643,6,488,2021-01-13,Andalucia,10761,NA
Palos de la Frontera,286,4,198,2021-01-13,Andalucia,11289,NA
Paterna del Campo,72,1,56,2021-01-13,Andalucia,3509,NA
Rociana del Condado,145,1,109,2021-01-13,Andalucia,7855,NA
San Bartolomé de la Torre,56,0,40,2021-01-13,Andalucia,3736,NA
San Juan del Puerto,189,10,134,2021-01-13,Andalucia,9300,NA
Trigueros,137,6,115,2021-01-13,Andalucia,7713,NA
Villalba del Alcor,186,0,99,2021-01-13,Andalucia,3338,NA
Villarrasa,95,0,92,2021-01-13,Andalucia,2176,NA
Huelva-Costa,7764,74,5495,2021-01-13,Andalucia,288115,NA
Aljaraque,554,3,368,2021-01-13,Andalucia,21260,NA
Almendro (El),26,0,17,2021-01-13,Andalucia,826,NA
Alosno,71,2,39,2021-01-13,Andalucia,3923,NA
Ayamonte,415,2,305,2021-01-13,Andalucia,20946,NA
Cabezas Rubias,12,0,11,2021-01-13,Andalucia,730,NA
Cartaya,502,4,347,2021-01-13,Andalucia,19974,NA
Granado (El),37,3,30,2021-01-13,Andalucia,516,NA
Huelva (capital),3831,46,2743,2021-01-13,Andalucia,143663,NA
Isla Cristina,741,3,370,2021-01-13,Andalucia,21264,NA
Lepe,1089,2,890,2021-01-13,Andalucia,27431,NA
Paymogo,12,2,10,2021-01-13,Andalucia,1159,NA
Puebla de Guzmán,39,1,21,2021-01-13,Andalucia,3073,NA
Punta Umbría,266,2,220,2021-01-13,Andalucia,15242,NA
San Silvestre de Guzmán,8,0,6,2021-01-13,Andalucia,623,NA
Sanlúcar de Guadiana,3,0,2,2021-01-13,Andalucia,409,NA
Santa Bárbara de Casa,12,4,8,2021-01-13,Andalucia,1035,NA
Villablanca,73,0,52,2021-01-13,Andalucia,2848,NA
Villanueva de las Cruces,2,0,0,2021-01-13,Andalucia,373,NA
Villanueva de los Castillejos,71,0,56,2021-01-13,Andalucia,2820,NA
Municipio de Huelva sin especificar,201,2,114,2021-01-13,Andalucia,NA,NA
NA,NA,NA,NA,2021-01-13,Andalucia,NA,NA
"Notas: La distribución de municipios por provincia en el mapa sanitario de Andalucía no coincide exactamente con la delimitación territorial administrativa. En el caso de Huelva, hay seis municipios que se encuentran asignados a distritos sanitarios de Sevilla (Arroyomolinos de León, Cala, Chucena, Hinojos, Santa Olalla de Cala y Zufre).",NA,NA,NA,2021-01-13,Andalucia,NA,NA
Jaén,29621,655,23276,2021-01-13,Andalucia,633564,NA
Jaén Sur,3633,93,3134,2021-01-13,Andalucia,90904,NA
Alcalá la Real,911,36,795,2021-01-13,Andalucia,21605,NA
Alcaudete,378,8,310,2021-01-13,Andalucia,10498,NA
Castillo de Locubín,184,7,159,2021-01-13,Andalucia,4058,NA
Frailes,94,1,90,2021-01-13,Andalucia,1575,NA
Fuensanta de Martos,75,2,58,2021-01-13,Andalucia,3074,NA
Higuera de Calatrava,13,0,10,2021-01-13,Andalucia,619,NA
Lopera,137,0,120,2021-01-13,Andalucia,3665,NA
Martos,928,15,787,2021-01-13,Andalucia,24215,NA
Porcuna,222,11,188,2021-01-13,Andalucia,6235,NA
Santiago de Calatrava,2,0,1,2021-01-13,Andalucia,699,NA
Torredonjimeno,670,12,603,2021-01-13,Andalucia,13696,NA
Villardompardo,19,1,13,2021-01-13,Andalucia,965,NA
Jaén (distrito),10717,225,8421,2021-01-13,Andalucia,197150,NA
Albanchez de Mágina,12,0,10,2021-01-13,Andalucia,1024,NA
Bélmez de la Moraleda,49,0,43,2021-01-13,Andalucia,1567,NA
Cabra del Santo Cristo,60,1,45,2021-01-13,Andalucia,1779,NA
Cambil,87,4,72,2021-01-13,Andalucia,2703,NA
Campillo de Arenas,120,0,65,2021-01-13,Andalucia,1760,NA
Cárcheles,30,2,27,2021-01-13,Andalucia,1363,NA
Cazalilla,26,0,15,2021-01-13,Andalucia,824,NA
Espeluy,22,0,16,2021-01-13,Andalucia,619,NA
Fuerte del Rey,118,6,58,2021-01-13,Andalucia,1357,NA
Guardia de Jaén (La),320,11,250,2021-01-13,Andalucia,5011,NA
Huelma,323,11,252,2021-01-13,Andalucia,5776,NA
Jaén (capital),5948,133,4949,2021-01-13,Andalucia,112999,NA
Jamilena,216,3,182,2021-01-13,Andalucia,3293,NA
Jimena,96,2,87,2021-01-13,Andalucia,1284,NA
Mancha Real,547,7,494,2021-01-13,Andalucia,11264,NA
Mengíbar,544,10,460,2021-01-13,Andalucia,9941,NA
Noalejo,88,2,52,2021-01-13,Andalucia,1970,NA
Pegalajar,190,3,168,2021-01-13,Andalucia,2919,NA
Torredelcampo,1175,18,619,2021-01-13,Andalucia,14247,NA
Torres,56,1,40,2021-01-13,Andalucia,1406,NA
Valdepeñas de Jaén,89,3,63,2021-01-13,Andalucia,3714,NA
Villares (Los),420,2,332,2021-01-13,Andalucia,6014,NA
Villatorres,181,6,122,2021-01-13,Andalucia,4316,NA
Jaén Norte,8016,214,6342,2021-01-13,Andalucia,182943,NA
Aldeaquemada,25,0,24,2021-01-13,Andalucia,481,NA
Andújar,1149,32,947,2021-01-13,Andalucia,36793,NA
Arjona,200,8,164,2021-01-13,Andalucia,5542,NA
Arjonilla,130,6,117,2021-01-13,Andalucia,3575,NA
Arquillos,82,4,72,2021-01-13,Andalucia,1734,NA
Bailén,781,15,622,2021-01-13,Andalucia,17667,NA
Baños de la Encina,132,0,69,2021-01-13,Andalucia,2582,NA
Carboneros,2,0,0,2021-01-13,Andalucia,615,NA
Carolina (La),561,19,486,2021-01-13,Andalucia,15261,NA
Castellar,222,0,108,2021-01-13,Andalucia,3314,NA
Chiclana de Segura,21,0,8,2021-01-13,Andalucia,965,NA
Escañuela,35,0,30,2021-01-13,Andalucia,950,NA
Guarromán,136,1,93,2021-01-13,Andalucia,2724,NA
Jabalquinto,109,1,91,2021-01-13,Andalucia,2039,NA
Lahiguera,134,0,114,2021-01-13,Andalucia,1710,NA
Linares,3169,106,2576,2021-01-13,Andalucia,57414,NA
Marmolejo,213,6,193,2021-01-13,Andalucia,6812,NA
Montizón,21,0,16,2021-01-13,Andalucia,1725,NA
Navas de San Juan,162,2,36,2021-01-13,Andalucia,4517,NA
Santa Elena,19,1,10,2021-01-13,Andalucia,888,NA
Santisteban del Puerto,208,3,138,2021-01-13,Andalucia,4472,NA
Sorihuela del Guadalimar,22,0,15,2021-01-13,Andalucia,1100,NA
Torreblascopedro,110,2,66,2021-01-13,Andalucia,2546,NA
Vilches,216,3,197,2021-01-13,Andalucia,4436,NA
Villanueva de la Reina,157,5,150,2021-01-13,Andalucia,3081,NA
Jaén Nordeste,7223,123,5364,2021-01-13,Andalucia,162567,NA
Arroyo del Ojanco,103,1,33,2021-01-13,Andalucia,2288,NA
Beas de Segura,211,0,104,2021-01-13,Andalucia,5130,NA
Bedmar y Garcíez,104,2,90,2021-01-13,Andalucia,2642,NA
Begíjar,144,1,113,2021-01-13,Andalucia,3029,NA
Benatae,22,0,19,2021-01-13,Andalucia,448,NA
Canena,60,1,55,2021-01-13,Andalucia,1831,NA
Cazorla,298,5,191,2021-01-13,Andalucia,7441,NA
Chilluévar,44,0,37,2021-01-13,Andalucia,1434,NA
Génave,19,0,15,2021-01-13,Andalucia,611,NA
Hinojares,11,0,7,2021-01-13,Andalucia,401,NA
Hornos,24,0,18,2021-01-13,Andalucia,601,NA
Huesa,180,3,171,2021-01-13,Andalucia,2489,NA
Ibros,131,2,84,2021-01-13,Andalucia,2832,NA
Baeza,758,13,572,2021-01-13,Andalucia,15841,NA
Iruela (La),94,3,81,2021-01-13,Andalucia,1899,NA
Iznatoraf,60,1,56,2021-01-13,Andalucia,960,NA
Jódar,791,8,398,2021-01-13,Andalucia,11667,NA
Larva,34,1,32,2021-01-13,Andalucia,472,NA
Lupión,16,0,12,2021-01-13,Andalucia,842,NA
Orcera,159,2,111,2021-01-13,Andalucia,1811,NA
Peal de Becerro,141,7,113,2021-01-13,Andalucia,5266,NA
Pozo Alcón,267,1,235,2021-01-13,Andalucia,4673,NA
Puente de Génave,83,0,31,2021-01-13,Andalucia,2159,NA
Puerta de Segura (La),100,4,92,2021-01-13,Andalucia,2268,NA
Quesada,214,7,184,2021-01-13,Andalucia,5209,NA
Rus,101,2,82,2021-01-13,Andalucia,3547,NA
Sabiote,142,3,109,2021-01-13,Andalucia,3918,NA
Santiago-Pontones,124,5,112,2021-01-13,Andalucia,2956,NA
Santo Tomé,103,5,84,2021-01-13,Andalucia,2139,NA
Segura de la Sierra,123,3,106,2021-01-13,Andalucia,1790,NA
Siles,61,1,51,2021-01-13,Andalucia,2241,NA
Torreperogil,261,9,225,2021-01-13,Andalucia,7276,NA
Torres de Albánchez,18,0,5,2021-01-13,Andalucia,787,NA
Úbeda,1147,17,923,2021-01-13,Andalucia,34345,NA
Villacarrillo,632,12,464,2021-01-13,Andalucia,10726,NA
Villanueva del Arzobispo,438,4,345,2021-01-13,Andalucia,8193,NA
Villarrodrigo,5,0,4,2021-01-13,Andalucia,405,NA
Municipio de Jaén sin especificar,32,0,15,2021-01-13,Andalucia,NA,NA
NA,NA,NA,NA,2021-01-13,Andalucia,NA,NA
Notas:,NA,NA,NA,2021-01-13,Andalucia,NA,NA
NA,NA,NA,NA,2021-01-13,Andalucia,NA,NA
NA,NA,NA,NA,2021-01-13,Andalucia,NA,NA
Málaga,47245,816,36166,2021-01-13,Andalucia,1661785,NA
Axarquía,3795,65,2510,2021-01-13,Andalucia,168169,NA
Alcaucín,25,0,7,2021-01-13,Andalucia,2230,NA
Alfarnate,18,0,6,2021-01-13,Andalucia,1069,NA
Alfarnatejo,6,1,2,2021-01-13,Andalucia,377,NA
Algarrobo,165,0,83,2021-01-13,Andalucia,6444,NA
Almáchar,95,4,86,2021-01-13,Andalucia,1811,NA
Árchez,8,0,8,2021-01-13,Andalucia,385,NA
Arenas,17,1,7,2021-01-13,Andalucia,1156,NA
Benamargosa,16,0,10,2021-01-13,Andalucia,1514,NA
Benamocarra,59,0,23,2021-01-13,Andalucia,3011,NA
Borge (El),29,0,20,2021-01-13,Andalucia,930,NA
Canillas de Aceituno,32,0,22,2021-01-13,Andalucia,1677,NA
Canillas de Albaida,8,0,0,2021-01-13,Andalucia,716,NA
Casabermeja,88,0,74,2021-01-13,Andalucia,3522,NA
Colmenar,22,1,17,2021-01-13,Andalucia,3376,NA
Comares,9,0,1,2021-01-13,Andalucia,1315,NA
Cómpeta,46,1,33,2021-01-13,Andalucia,3922,NA
Cútar,6,0,5,2021-01-13,Andalucia,607,NA
Frigiliana,27,0,23,2021-01-13,Andalucia,3009,NA
Iznate,4,0,2,2021-01-13,Andalucia,868,NA
Nerja,298,4,241,2021-01-13,Andalucia,21091,NA
Periana,99,1,88,2021-01-13,Andalucia,3048,NA
Riogordo,35,1,31,2021-01-13,Andalucia,2724,NA
Salares,8,0,0,2021-01-13,Andalucia,169,NA
Sayalonga,47,2,31,2021-01-13,Andalucia,1681,NA
Sedella,3,0,1,2021-01-13,Andalucia,606,NA
Torrox,230,2,173,2021-01-13,Andalucia,17234,NA
Vélez-Málaga,2377,47,1504,2021-01-13,Andalucia,81643,NA
